,lokasi,ulasan,label
321,Bukit Jaddhih,"['Objek', 'wisata', 'instagramable', '..', 'bukit', 'penambangan', 'kapur', 'putih', 'letakny', '30mnt', 'bebek', 'sinjai', 'bangkalan', '1.5jam', 'kota', 'surabaya', '..', 'hati-hati', 'jalan', 'kesini', 'awas', 'trjebak', 'jalan', 'alternatif', 'beraspal', '..', 'sepi', '..', 'disarankn', 'melewati', 'jalan', 'beraspal', 'pulng', 'pergi']",1
322,Bukit Jaddhih,"['Lokasinya', 'bagus', 'foto', 'preweding', 'postweding', '.', 'Sayang', 'jalan', 'kesananya', 'seram', ',', 'begal', 'rumornya', '.', 'Lbh', 'mobil', 'kesana', '.', 'Dan', 'siapkan', 'uang', 'ditariki', 'biaya', 'masuk', '(', 'alias', 'pungli', ')']",1
323,Bukit Jaddhih,"['Tempat', 'panas', 'n', 'berdebu', 'lupa', 'topi', ',', 'kacamata', 'n', 'masker', '...', 'Tp', 'panas', 'rasakan', 'terbayar', 'pemandangan', 'eksotis', 'n', 'instagramable']",1
324,Bukit Jaddhih,"['Bukit', 'kapur', 'daerah', 'bangkalan', 'madura', '.', 'Akses', 'jalan', 'jembatan', 'suramadu', '.', 'Lumayan', 'jalanan', 'sepi', '.', 'Lebih', 'rombongan', 'siang', '.', 'Pemandangannya', 'bagus', '.', 'Dan', 'kegiatan', 'penambangan', 'lokasi', '.', '…']",1
325,Bukit Jaddhih,"['Tempatnya', 'unik', ',', 'berdebu', '..', 'Kurang', 'nyaman', 'berlama-lama', 'bawa', 'anak', '.']",0
326,Bukit Jaddhih,"['Tempatnya', 'bagus', 'banget', 'foto', ',', 'instagramable', 'banget', ',', 'panas', 'banget', ',', 'harap', 'dimaklumi', 'dimadura', 'cuacanya', 'terik', 'banget', ',', 'cari', 'parkir', 'muter2', 'kena', 'tarif', ',', 'tau', 'pungli', '/', 'sistemnya', ',', 'jujur', 'puas', 'banget', 'seperri']",1
327,Bukit Jaddhih,"['Saya', '2x', 'kesini', ',', 'rumah', 'jalannya', 'masuk', 'wilayah', 'perkampungan', ',', 'tiket', 'masuknya', ',', '.', 'Saya', 'kaget', 'sekali.semoga', 'kedepan', 'pengelolaanya', ',', 'jarang', 'wisata', 'bangkalan', '.']",0
328,Bukit Jaddhih,"['Bukit', 'Kapur', 'Jaddih', 'namanya', ',', 'lokasi', 'dijadikan', 'penambangan', 'salah', 'obyek', 'wisata', 'ramai', 'dikujungi', 'wisatawan', '.', 'ditempat', 'menyajikan', 'pesona', 'keindahan', 'keunikan', '…']",1
329,Bukit Jaddhih,"['Saya', 'kesini', '.', 'Waktu', 'musim', 'hujan', 'jalannya', 'titik', 'becek', '.', 'Dari', 'jalan', 'raya', 'belok', 'masuk', 'jalan', 'bukit', 'dicegat', 'oknum', 'mengaku', 'petugas', 'tiket', 'masuk', ',', 'resmi', '.', 'Tiap', 'spot', '…']",0
330,Bukit Jaddhih,"['Suasana', 'pemandangannya', 'bagus', ',', 'jalan', 'lokasi']",1
331,Bukit Jaddhih,"['Wisata', 'bekas', 'galian', 'batu', 'kapur', 'beraktifitas', '.', 'Bagus', 'dikembangkan', 'wisata', 'daerah', '.', 'Kekurangannya', 'banyaknya', 'pungutan', 'lokasi', 'alasan', '…']",1
332,Bukit Jaddhih,"['Tempatnya', 'sebagus', 'foto', ',', 'panas', 'terik', 'spot', 'foto', 'angel', 'pengambilan', 'gambar', 'bagus', 'foto', 'kayak', 'negeri']",1
333,Bukit Jaddhih,"['Tempat', 'wisata', 'bagus', 'hati', 'hati', 'debu', 'bukit', 'kapur', '.', 'Lebih', 'kesini', 'sore', 'panas', '.', 'Tapi', 'jalan', 'masuk', 'wisata', 'bergelombang', ',', 'kampung', '.', 'Mohon', 'diperbaiki', 'akses', 'jalannya', '.']",1
334,Bukit Jaddhih,"['Sangat', 'indah', 'n', 'nyaman.klo', 'kayak', 'kota', 'Petra', 'Jordan.di', 'bentuk', 'rumah.biar', '.']",1
335,Bukit Jaddhih,"['View', 'bagus', ',', 'cuacanya', 'panas', '.', 'Saran', 'kesini', 'motor', 'bawa', 'masker', 'debu', 'truk', 'tambang', '.', 'Dan', 'semoga', 'kelola', 'resmi', 'biar', 'pungutan', 'liar', 'masuk', 'lokasi', '.', 'Karena', 'pengalaman', 'rombongan', 'adu', 'mulut', 'pungli']",1
336,Bukit Jaddhih,"['Wisata', 'indah', 'kunjungi', '.', 'Tapi', 'kesini', 'musim', 'kemarau', 'bawa', 'masker', '.', 'Karna', 'debu', 'truk', '.', 'Kalo', 'terlanjurr', 'bawa', 'disana', 'jual', 'harganya', '5rb/2', 'pcs', '.', 'Tempatnya', 'lumayan', 'gersang', '.', '…']",1
337,Bukit Jaddhih,"['Tempatnya', 'instagramable', '.', 'Bagus', 'selfi2', '.', 'Cuma', 'siang', 'panas', 'banget', '.', 'Lebih', 'pakai', 'sun', 'block', ',', 'topi', 'payung', '.', 'Sebaiknya', 'pagi', ',', 'sore', '.']",1
338,Bukit Jaddhih,"['Katanya', 'sedikir', 'rawan', 'pengunjung', 'plat', 'nomor', 'daerah', '.', 'Mungkin', 'baiknya', 'kesama', 'teman-teman', 'asli', '.', 'Over', 'all', 'tempatnya', 'bagus', '.', 'Makin', 'puncak', 'lihat', 'bangkalan']",1
339,Bukit Jaddhih,"['Tempat', 'bagus', 'sayang', 'didukung', 'fasilitas', 'jalan', 'memadai', 'pengelolaan', '.']",1
340,Bukit Jaddhih,"['Tempatnya', 'bagus', '.', 'Bersih', '.', 'Tp', 'panas', '.', '2x', 'ditarik', 'tiket', 'masuk', '.']",1
341,Bukit Jaddhih,"['cocok', 'hunting', 'foto', ',', 'musim', 'panas', 'kesini', 'lupa', 'bawa', 'payung']",1
342,Bukit Jaddhih,"['Agak', 'ngeri', 'tempatnya', 'preman', 'anak', 'muda', 'pungli', 'minta2', 'uang', 'pengunjung', 'kasih', 'marah-marah', '.', 'Mohon', 'pemerintah', 'nyaman']",0
343,Bukit Jaddhih,"['SUBHANALLAH', '!', ',', 'Perpaduan', 'gunung', 'kapur', 'putih', '&', 'awan', 'birunya', 'FANTASTIS', '!', 'Kesini', 'rugi', 'angel', 'poto', 'mendapati', '!']",1
344,Bukit Jaddhih,"['Lokasi', 'panas', 'banget', '!', 'Jangan', 'lupa', 'bawa', 'kacamata', 'hitam', ',', 'payung', ',', 'topi', '.', 'Ada', 'kolam', 'renang', 'bersih', 'fasilitas', 'pendukung', 'kamar', 'mandi', '(', 'bilas', ')', 'pedagang', 'makanan', 'ringan', '.', 'Hati-hati', 'pungli', ',', 'siapkan', 'lembar', 'uang', 'pecahan', '.']",0
345,Bukit Jaddhih,"['Tempat', 'bagus', 'berfoto', '..', 'Sayangnya', 'dimaksimalkan', 'pengelolaan', 'lokasi', 'wisatanya', ',', 'bayar', 'biaya', 'parkir', 'berkali2', 'warga']",1
346,Bukit Jaddhih,"['Tempat', 'liar', ',', 'panas', ',', 'bukit', 'curam', 'juga.bagus', 'kemah', 'berdua']",1
347,Bukit Jaddhih,"['Datang', 'pagi', 'cuacanya', 'segar']",1
348,Bukit Jaddhih,"['Untuk', 'Bagus', 'sih', ',', 'kesana', '4th', '😄', 'tau', 'perkembangan', '😁', 'akses', 'jalan', 'kesana', 'sih', 'bagus', ',', 'keamanan', 'benar-benar', 'diperhatikan', '.', 'Rawan', 'begal', '☹️', 'wisatawan', '…']",1
349,Bukit Jaddhih,"['Bekas', 'galian', 'Tambang', 'Kapur', 'menarik', 'kunungi', 'Madura', '.', 'Disarankan', 'membawa', 'Topi', ',', 'Jaket', 'Masker', ':', 'D']",1
350,Bukit Jaddhih,"['baguus', 'keren', 'tempatnya', '..', 'kesini', 'bareng', 'keluarga', ',', 'wisata', 'unik', 'daerah', 'madura']",1
351,Bukit Jaddhih,"['Butuh', 'komitmen', ',', 'wabil', 'khusus', 'desa', 'mengembangkan', 'wisata', '.', 'Klo', 'sukses', 'desanya', 'makmur']",1
352,Bukit Jaddhih,"['Tempat', 'bagus', 'foto', 'foto', ',', 'lupa', 'bawa', 'masker', 'topi', 'kesana', '..', 'jalannya', 'berkelok', 'kelok', 'berdebu', '(', 'kesana', 'musim', 'kemarau', ')', 'daerah', 'pergambangan', '..', 'ribu', 'rupiah', 'poto', 'poto', 'sepuasnya', '😍', '…']",1
353,Bukit Jaddhih,"['Tempatnya', 'keren', 'foto-foto', ',', 'panas', 'pungli']",1
354,Bukit Jaddhih,"['panas', 'sejuk', 'angin', '..', 'sayang', 'masuk', 'spot', 'suruh', 'bayar', '......', 'ada,3', 'kali', 'tarikan', 'suruh', 'bayar']",0
355,Bukit Jaddhih,"['Kalau', 'siang', 'panasnya', 'poll', '....', 'sarankan', 'sore', 'pagi', '.....']",1
356,Bukit Jaddhih,"['Cukup', 'melelahkan', 'sih', 'bukit', 'kapru', '🥴', 'Sebab', 'Map', 'sesuai', 'titik', 'lokasi', 'Wisata', '..', 'Google', 'data', 'map', 'benerin', 'pengunjung', 'kesasar', 'sesuai', 'titik', 'jalan', 'wisata', '..', '…']",0
357,Bukit Jaddhih,"['Cukup', 'bagus', 'spot', 'foto', '.', 'Fasilitas', 'tahap', 'pengembangan', '.', 'Sayangnya', 'pungli', '.', 'Sebaiknya', 'bawa', 'orang', 'asli', 'madura', 'hehe']",1
358,Bukit Jaddhih,"['Airnya', 'sesuai', 'biru', 'kemarin', 'coklat', ',', 'targetan', 'jalanan']",0
359,Bukit Jaddhih,"['Tempat', 'penuh', 'kenangan', '.', 'Karena', 'ku', 'kali', 'berkumpul', 'berwisata', 'kerja', 'SDN', 'Cangkringmalang', '2', '...', 'istimewa', ',', 'kealamiannya', 'terjaga', ',', 'indah']",1
360,Bukit Jaddhih,"['Jangan', 'kali', 'musim', 'kemarau', '.', 'Berdebu', 'mengenakkan']",0
361,Bukit Jaddhih,"['Tempat', 'wisata', 'bagus', 'disarankan', 'membawa', 'payung', 'masker', 'penutup']",1
362,Bukit Jaddhih,"['Sepertinya', 'pengelolaan', '..', 'Jd', 'kotor', 'perawatan']",0
363,Bukit Jaddhih,"['Lumayan', 'murah', 'Masuk', 'tiket', 'mobil', '25.000', 'Naik', 'kapal', '30.000', '(', 'mas', 'kapal', 'ramah', 'pintar', 'fotografer', ')']",1
364,Bukit Jaddhih,"['Bagus', 'spot', 'foto', '.', 'Terutama', 'siang', 'sore', '.']",1
365,Bukit Jaddhih,"['Tempat', 'wisata', 'eksotis', 'panas', 'ampun', '.', 'Tapi', 'pos', 'pembayaran', 'terkadang', 'maksa', 'mintanya']",1
366,Bukit Jaddhih,"['Tempat', 'alami', ',', 'bagus', ',', 'sayang', 'bergerak', 'bayar', ',', 'geser', 'bayar', ',', 'keamanan', 'rawan', 'daerah', 'kampung', 'narkoba', 'begal', '.']",1
367,Bukit Jaddhih,"['Bayar', 'masuk', 'kendaraan', '10rb', '(', 'motor', ')', ',', 'masuk', 'lokasi', 'bayar', '5rb', 'orang']",0
368,Bukit Jaddhih,"['Tempatnya', 'bagus', '.', 'Model', 'wisata', 'alam', '.', 'Tp', 'sayang', ',', 'musim', 'kemarau', '.', 'Debunya', '.', 'Siap-siap', 'kaca', 'mata', 'masker', '.', 'Disisi', 'aktivitas', 'penambangan', '.', 'Debu', 'muncul', 'lalang', 'truk', 'penambangan', '.', 'Kl', 'kasih', 'saran', ',', 'penambangan', 'diliburkan', 'libur']",1
369,Bukit Jaddhih,"['Memang', 'hunting', 'foto', '.', 'Bagus', 'spot']",1
370,Bukit Jaddhih,"['pemandangannya', 'bagus', ',', 'jalanannya', 'mantap', '.', 'masuknya', 'murah', '.']",1
371,Bukit Jaddhih,"['Pungliiiiiii', '......', 'Lumayan', 'sih', 'pungli', '...', 'Tempatnya', 'bareng', 'tuh', 'truk2', 'ambil', 'batu2', ',', 'jalannya', 'rusak', ',', '…']",0
372,Bukit Jaddhih,"['Panas', 'banget', ',', 'terawat', 'penambangan']",0
373,Bukit Jaddhih,"['Panorama', 'oke', '..', 'dikelola', '...', 'Agar', 'nyaman', 'dikunjungi']",1
374,Bukit Jaddhih,"['Tempat', 'wisata', 'alam', 'utamanya', 'menonjolkan', 'Tebing', 'Putih', 'kapur', 'pahatan', 'unik', 'tebingnya', ',', 'tebing', 'breksi', 'Yogya', 'taman', 'sari', 'Yogya']",1
375,Bukit Jaddhih,"['Buatan', 'manusia', ',', 'sisa', 'sisa', 'pertambangan', 'aktif', ',', 'panoramanya', 'exotis👍👍👍', '…']",1
376,Bukit Jaddhih,"['Kalau', 'musim', 'kemarau', 'mikir', '..', '.', '.panas', 'debunya', 'kuat', '.....']",1
377,Bukit Jaddhih,"['Bukit', 'Kapur', 'Jaddih', 'dikenal', 'nama', 'Bukit', 'Jaddih', 'penambangan', 'batu', 'kapur', 'putih', 'wisata', 'wisatawan', 'berkunjung', 'lokasi', ',', 'pemandangannya', '…']",1
378,Bukit Jaddhih,"['Fasilitas', 'memadai', '...', 'kamar', '(', ')', 'tersedia', 'disekitar', 'kolam', 'renang', '.', '(', ')', '..', 'itupun', 'nampung', 'musim', 'liburan', '...', 'antrinya', '...', 'ampun', '..', 'beristirahat', '...', '...', 'kecuali', 'sewa', 'rumah', '…']",0
379,Bukit Jaddhih,"['Kotor', '...', 'panas', '..', 'sekedar', 'memenuhi', 'hasrat', 'penasaran']",0
380,Bukit Jaddhih,"['Bukit', 'Jaddih', 'bukit', 'terbentuk', 'batuan', 'kapur', 'tambang', 'berproses', 'wisata', 'kearifan', 'warga', 'lokal', 'mengelola', '.', 'Akses', 'mudah', ',', 'jalan', 'beraspal', '…']",1
381,Bukit Jaddhih,"['View', 'asyiiikkk', '..', ',', 'unik', '..', 'Asal', 'muasal', 'bekas', 'tambang', 'batu', 'kapur', '..', 'Panasx', '...', ',', 'huufhh', 'teriiik', 'menggigit', '..', ',', 'kesana', 'musti', 'pakai', 'sunblock', 'tebal', 'biar', 'gosong', '...', 'Hehehe', '..', 'Mampir', 'deh', 'jalan', 'jalan', 'pulau', 'Madura', 'gaess', '...']",1
382,Bukit Jaddhih,"['salah', 'alternatif', 'wisata', 'teman', 'keluarga', ',', 'kesini', 'siang', 'bolong', 'pastikan', 'mbawa', 'topi', 'kacamatabkrn', 'panas', 'silau']",1
383,Bukit Jaddhih,"['wisata', 'bagus', 'berfoto2', 'keluarga', ',', 'teman', 'pacar', 'itupun', 'pacar', 'hehe', ',', 'cuman', 'pengelolaan', 'pusat', 'berfoto', 'parkir', 'liar', '…']",1
384,Bukit Jaddhih,"['tempatnya', 'indah', ',', 'pekerja', 'kapur', 'tambang', '.', 'danau', '.', 'jalanya', 'tanah', 'berhati', 'hati', '.', 'biaya', 'masuknya', '5000', 'rupiah', '1', 'orang', '.']",1
385,Bukit Jaddhih,"['Yang', 'suka', 'offroad', 'senang', 'bawa', 'motor', 'bukit', 'jeddih-bangkalan', ',', 'banget', 'jalur', ',', 'cewek', ""''"", 'bawa', 'motor', 'mending', '😁', 'lupa', 'bawa', 'minum', 'diatas', 'orang', 'jualan', '…']",1
386,Bukit Jaddhih,"['View', 'bagus', '...', 'Cm', 'sayang', ',', 'akses', 'masuk', 'jalan', 'jelek', '&', 'masuk', 'bayar', '...']",1
387,Bukit Jaddhih,"['Asyik', 'sepi', 'corona', 'pengunjung']",1
388,Bukit Jaddhih,"['Cukup', 'indah', ',', 'perpaduan', 'alam', 'intruksi', 'manusia', '.', 'Cuma', 'pelayanannya', '.']",1
389,Bukit Jaddhih,"['BUKIT', 'JADDIH', 'MADURA', 'bukit', 'jadikan', 'lahan', 'pengambilan', 'kapurnya', 'bahan', 'bangunan', '.', 'Jadi', 'bukit', 'JADDIH', 'aktifitas', 'penambang', 'kapur', 'lengkap', 'peralatannya', '…']",1
390,Bukit Jaddhih,"['View', 'bagus', ',', 'sayang', 'dikelola', ',', 'cenderung', 'pengelola']",1
391,Bukit Jaddhih,"['Perlu', 'bawa', 'payung', ',', 'sunscreen', ',', 'pakai', 'sepatu', 'baju', 'lengan']",1
392,Bukit Jaddhih,"['Tempat', 'bagus', 'banget', 'panas', 'mu', 'gkin', 'gunung', 'kapurnya']",1
393,Bukit Jaddhih,"['Tempat', 'nyaman', 'banget', 'jalan', 'mata', 'dimanjakan', 'alam']",1
394,Bukit Jaddhih,"['Udh', '3x', 'kesini', ',', 'spot', 'foto', '.', 'Tempatnya', 'unik', ',', 'akses', 'jalannya', 'gaenak', 'banget']",1
395,Bukit Jaddhih,"['bukit', 'jaddhih', 'madura', 'wajib', 'kunjungi', '..', 'view', 'menarik', '&', 'instagramable', 'banget', '..', 'tiket', 'masuk', 'membayar', '10rb', 'orang', ',', 'murah', 'banget', 'view', 'sekeren', '.', '.']",1
396,Bukit Jaddhih,"['Tempat', 'indah', 'lan', 'layak', 'dikunjungi', ',', 'akatetapi', 'akses', 'jalan', 'sulit']",1
397,Bukit Jaddhih,"['Tempatnya', 'bagus', 'difasilitasi', ',', 'kebanyakan', 'pungli']",1
398,Bukit Jaddhih,"['wisata', 'bagus', 'view', 'bagus', ',', 'cuman', 'masyarakat', 'tukang', 'palak', '.', 'pengunjung', 'nyaman', 'semua2', 'serba', 'bayar']",1
399,Bukit Jaddhih,"['Lokasi', 'wisata', 'spot', 'foto', 'menarik', ',', 'sayangnya', 'petunjuk', 'arah', 'lokasi', 'minim', 'lokasinya', 'proses', 'pembangunan']",1
400,Bukit Jaddhih,"['Ke', 'bukit', 'Jaddih', 'rabu', '(', 'kerja', ')', '.', 'mobil', 'orang', 'Surabaya', 'Bangkalan', ',', 'tempuhnya', 'jam-an', 'Suramadu', '.', 'Harusnya', '.', 'Tapi', 'mengikuti', 'rute', 'disarankan', 'Google', 'maps', '(', 'rute', 'terdekat', ')', ',', '…']",1
401,Bukit Jaddhih,"['Ngak', 'sesuai', 'gambar', 'karcisnya', 'dobel-dobel', 'Pelayananya', 'sesuai', 'Jalanya', 'berdebu']",0
402,Bukit Jaddhih,"['spot', 'menarik', 'foto', '.', 'Perlu', 'dikelola', 'didesain', 'profesional', '.']",1
403,Bukit Jaddhih,"['Sebenarnya', 'Bukit', 'Jaddih', 'memiliki', 'kemiripan', 'Garuda', 'Wisnu', 'Kencana', '(', 'GWK', ')', ',', 'apple', 'apple', '.', 'Perlu', 'sentuhan', 'eye', 'catching', 'instagramable', 'wisatawan', 'berkunjung', '.', 'Banyak', 'dibenahi', '.', '…']",1
404,Bukit Jaddhih,"['Nggak', 'maksimal', 'fotonya', 'tmpatnya', 'panaaaaassss', 'banget', 'tersorot', 'sinar', 'matahari', 'langsung😎😎', '…']",0
405,Bukit Jaddhih,"['Tidak', 'memuaskan', ',', 'pungli', '2kali', ',', 'mintak', ',', 'i', 'uang']",0
406,Bukit Jaddhih,"['Menju', 'lokasi', 'jalanya', ',', 'mendekati', 'lokasi', 'jalan', 'bergelombang', 'berdebu.tp', 'tempatnya', 'keren', '.', 'Jika', 'berkunjung', 'lupa', 'bawa', 'masker', '.']",1
407,Bukit Jaddhih,"['Perjalan', 'bukit', 'Jaddih', '-', 'Madura', 'akses', '.', '.', 'Melewati', 'jalanan2', 'desa', 'sempit', 'jalanan', 'bagus', '...', 'Lumayan', 'memakan', 'yg.lama', 'lihat', 'terbayar', 'perjalan', '…']",1
408,Bukit Jaddhih,"['Bekas', 'pertambangan', 'kapur', 'eksotis', '.', 'Cocok', 'hobby', 'fotografi', '.', 'Disarankan', 'pagi', 'sore', ',', 'siang', 'panasnya', 'ampun', '😁', '…']",1
409,Bukit Jaddhih,"['Sangat', 'menarik', '..']",1
410,Bukit Jaddhih,"['Bekas', 'tambang', 'tertata', 'pariwisata', ',', 'masuknya', 'bayar', '3', 'kali', 'masuk']",1
411,Bukit Jaddhih,"['Keren', 'tempatnya', 'teroganisir', ',', 'banget', 'bayarnya', 'bayar', '5k', 'masuk', 'bayar', '10k', 'parkir', 'bayar', '10k', '.', 'Siapin', 'uang', '25', 'gaes']",1
412,Bukit Jaddhih,"['Wisata', 'batu', 'kapur', 'bangkalan', 'madura', '.', 'Hanya', '1', 'jam', 'surabaya', '.', 'Disarankan', 'membawa', 'mobil', 'ceper', ',', 'MPV', 'SUV', '.', 'Karena', 'medannya', 'lumayan', 'terjal', '.', 'Wajib', 'membawa', 'payung', 'sunblock', 'takut', 'panas', '.', 'Karena', 'kawasan', 'kapur', 'udara', 'panas', 'matahari', 'terik', '.', 'Jika', 'musim', 'kemarau', ',', 'telaga', 'kehabisan', 'air', '.']",1
413,Bukit Jaddhih,"['Untuk', 'foto', 'lumayan', 'menarik', 'panas']",1
414,Bukit Jaddhih,"['Luar', '.....']",1
415,Bukit Jaddhih,"['Datang', 'disaat', ',', 'musim', 'kering', '.', 'Air', 'menyusut', '.', 'Banyak', 'sampah', '.', '…']",0
416,Bukit Jaddhih,"['Bukit', 'kapur', 'jaddih', ',', 'madura', '.', 'Tempatnya', 'berdebu', 'aktifitas', 'penambangan', 'kapur', 'spot', 'fotonya', 'overral', 'bagus', 'banget']",1
417,Bukit Jaddhih,"['walah', 'walah', ',', 'sedia', 'uang', '10.000', 'gan', '😁', '…']",1
418,Bukit Jaddhih,"['Bagus', 'pemandangan', '..', 'Hanya', 'fasilitas', '.']",1
419,Bukit Jaddhih,"['Paling', 'enak', 'mendung', 'kesini', ',', 'kepanasan', '.', 'Tempatnya', 'luas', 'banget', 'bikin', 'formasi', 'pakai', 'mobil']",1
420,Bukit Jaddhih,"['bagus', 'jadikan', 'wisata', 'panas', 'banget']",1
421,Bukit Jaddhih,"['objek', 'wisata', 'potensi', 'diperbaiki', 'managemennya', '.', 'pungli', '.']",0
422,Bukit Jaddhih,"['Bagus', 'pagi', 'biar', 'panas', ',', 'jalannya', 'lumayan', 'rusak']",1
423,Bukit Jaddhih,"['Sudah', 'berubah', '..', 'airnya', 'sejernih', '.', 'Sampah', 'dimana-mana', 'huhu', ':', '(', 'sok', 'sad', '.', 'Semoga', 'pemerintah', 'pengurus', 'bukit', 'jaddih', 'memperhatikan', '.', 'Disana', 'bau', 'pesing', ',', 'tempat-tempat', 'renov', '.', '…']",0
424,Bukit Jaddhih,"['Biasa', '.', 'Gunung', 'kapur', '.', 'Kalau', 'siang', 'puanas', 'banget', '.', 'Danaunya', 'kering', '.']",0
425,Bukit Jaddhih,"['Spot', 'foto', 'abrakadarba', '...', 'Awesome']",1
426,Bukit Jaddhih,"['Bagusss', 'banget', ',', ',luas', 'banget', 'tebing', 'tebing', 'kapur', 'menjulang', '...', 'pokokny', 'kudu', 'mampir', ',', ',tepatnya', 'pulau', 'madura', ',', 'lho', 'jembatan', 'suramadu', ',', 'spot', 'spot', 'kerennya', ',', 'n', 'suka', 'kuda', ',', 'tersedia', 'lho', ',', ',', ',di', 'bukit', 'kapur', 'jaddih', 'gua', ',', 'bernama', 'goa', 'pute']",1
427,Bukit Jaddhih,"['Kalau', 'pemkab', 'anggaran', 'jalan', 'masuk', 'apbd', 'destinasi', 'kebanggaan', 'bangkalan', 'masyarakat', 'menjaga', 'oknum', 'pungli', 'pungli', 'bertanggung', 'keamanan', 'ramai', 'destinasi', 'pengunjung', 'nyaman']",0
428,Bukit Jaddhih,"['Banyak', 'pungli', ',', 'kebanyakan', 'bayar', 'masuk', 'wisatanya', 'malas', 'kapok', 'mending', 'pantai']",0
429,Bukit Jaddhih,"['Bukit', 'Jaddih', ',', 'pesona', 'wisata', 'Madura', 'tersembunyi', '.', 'View', 'bagus', 'banget', '..', 'Rekomendet', 'foto', 'preweed', '.', 'Serius', '...']",1
430,Bukit Jaddhih,"['Sangat', 'mengesankan', '..', 'tencuuu', '``', 'Madura', ""''"", '&', '(', 'Bukit', 'Kapur', 'Jaddih', ')', 'salah', 'surga', 'dunia', '.', '😍', '…']",1
431,Bukit Jaddhih,"['Banyak', 'pungli', 'masuk', 'motor', 'selasa', 'Masuk', 'portal', 'bayar', '2rb/orang', ',', 'masuk', 'dikasih', 'tiket', 'warna', 'pink', ',', 'masuk', 'parkiran', 'ditagih', '5rb', '/', 'orang']",0
432,Bukit Jaddhih,"['Makanya', 'orang', 'dirampok', 'disana', ',', ',', '..', 'Tiap', 'tingkatannya', 'uang', '..', 'Ya', 'suka', 'gblk', 'dibegitukan', ',', 'rata-rata', 'orang', 'madura', 'mah', ',', 'ambil', 'keuntungan', 'perasaan', '.', 'Walaupun', 'bagus', 'foto']",1
433,Bukit Jaddhih,"['Anginya', 'kemarin', 'kencang', ',', 'kapur', 'berterbangan', 'sesak', '.', 'Trs', 'pungutan', 'gais', ',', 'kayak', 'spot', 'dipegang', 'beberap', 'orang', 'hra', 'bayar', 'min', '/org', '5rb', '.', 'Syedihhh']",0
434,Bukit Jaddhih,"['bagus', 'sih', ',', 'recomended', 'musim', 'panas', ',', 'debu', 'beterbsngan', ',', 'kendaraan', 'kotor', '.', 'lahi', ',', 'hati-hati', 'preman', 'palak', 'duit', '.']",1
435,Bukit Jaddhih,"['Saya', 'penasaran', ""ke'indahannya"", ',', 'mencari', 'info', 'Bukit', 'Jeddih', ',', 'rencana', 'bawa', 'rombongan', 'min', '1', 'bus', 'bus', 'masuk', ',', ',', 'pengelola', 'TPQ', 'anak', ""''"", 'ajak', 'refresing', 'acara', 'akhirussanah', '.', 'mengharapkan', 'inf']",1
436,Bukit Jaddhih,"['Jalan', 'lokasi', 'rusak', 'berhati-hati', 'berpapasan', 'roda', ',', 'tiket', 'masuk', '5', 'ribu', 'rupiah', ',', 'masuk', 'danau', 'buatan', ',', 'perahu', 'hias', 'orang', '5', 'ribu', 'rupiah', ',', 'pemandangan', 'indah', '…']",1
437,Bukit Jaddhih,"['Tempatnya', 'bagus', '..', 'kesini', 'disarankan', 'rombongan']",1
438,Bukit Jaddhih,"['Untuk', 'pengelolaan', 'bukit', 'jadih', 'tolong', 'ditertibkan', 'iuran', 'masuk', 'kampung', 'bayar', '..', 'pintu', 'masuk', 'bayar', '...', '…']",0
439,Bukit Jaddhih,"['Cukup', 'kreatif', 'spot', 'photo', 'instagramable', '...']",1
440,Bukit Jaddhih,"['Keren', '..', 'aksesnya', 'susah', 'truk', 'material']",1
441,Bukit Jaddhih,"['Bukit', 'kapur', 'bekas', 'tambang', 'eksotik']",1
442,Bukit Jaddhih,"['Sepi', ',', 'terawat', ',', 'akses', 'jalan', 'lokasi', 'rusak', '.']",0
443,Bukit Jaddhih,"['Masih', 'alami', 'tradisional', ',', 'penambangan', 'kapurnya', 'aktif', 'mengganggu', 'pariwisata', ',', 'pengelolaan', 'profesional']",0
444,Bukit Jaddhih,"['Puanas', '....', 'BerHati', 'hati', 'Banyak', 'Pungutan', 'Tiket', 'Liar', '...', 'Mengatas', 'Namakan', 'Wisata', 'Bukit', 'Jeddih', '...', 'jangab', 'Sampai', 'Salah', 'Masuk', '...', 'Mending', 'Mengikuti', 'Kendaraan', 'Besar', 'Atau', 'Truk', '...', 'Karena', 'Banyak', 'Gang', 'Gang', 'Kecil', 'Trus', 'Dikasih', 'Tulisan', 'Bukit', 'Jeddih', '…']",0
445,Bukit Jaddhih,"['Tempat', 'bagus', 'ngisi', 'liburan', 'bareng', 'keluarga', ',', 'stres', 'pengin', 'cuci', 'mata', 'cocok', 'banget']",1
446,Bukit Jaddhih,"['Tempat', 'alami', 'bagus', 'ditata', 'sarana', 'ditambah', '.', 'Tx']",1
447,Bukit Jaddhih,"['Tempatnya', 'bagus', 'sayang', 'rambu2', 'petunjuk', 'arah', 'orang', 'pendatang', 'bingung', '...']",1
448,Bukit Jaddhih,"['Lokasi', 'Makin', 'Keren', ',', 'Pengelolaan', 'diperbaiki', 'biar', 'pengunjung', 'nyaman']",1
449,Bukit Jaddhih,"['Jangan', 'lupa', 'bawa', 'kacamata', ',', 'masker', ',', 'payung', 'gesss', ',', ',', 'debu', ',', 'panas', ',', 'view', 'bangus', 'renov', ',', ',', ',']",1
