ulasan,label,tokens,normalized,stem,token_finish
pantainya sangat indah terlebih saat sunset dan sunrise tapi lumayan panas jadi jangan lupa bawa sunscreen kalau tidak mau hitam,1,"['pantainya', 'sangat', 'indah', 'terlebih', 'saat', 'sunset', 'dan', 'sunrise', 'tapi', 'lumayan', 'panas', 'jadi', 'jangan', 'lupa', 'bawa', 'sunscreen', 'kalau', 'tidak', 'mau', 'hitam']","['pantainya', 'sangat', 'indah', 'terlebih', 'saat', 'sunset', 'sunrise', 'tapi', 'lumayan', 'panas', 'jadi', 'jangan', 'lupa', 'bawa', 'sunscreen', 'kalau', 'tidak', 'hitam']","['pantai', 'sangat', 'indah', 'lebih', 'saat', 'sunset', 'sunrise', 'tapi', 'lumayan', 'panas', 'jadi', 'jangan', 'lupa', 'bawa', 'sunscreen', 'kalau', 'tidak', 'hitam']","['pantai', 'indah', 'sunset', 'sunrise', 'lumayan', 'panas', 'lupa', 'bawa', 'sunscreen', 'hitam']"
tempatnya indah banget memang top dan layak banget buat berlibur menghilangkan stres sma keluarga maupun sama pacar,1,"['tempatnya', 'indah', 'banget', 'memang', 'top', 'dan', 'layak', 'banget', 'buat', 'berlibur', 'menghilangkan', 'stres', 'sma', 'keluarga', 'maupun', 'sama', 'pacar']","['tempatnya', 'indah', 'banget', 'memang', 'layak', 'banget', 'buat', 'berlibur', 'menghilangkan', 'stres', 'sama', 'keluarga', 'maupun', 'sama', 'pacar']","['tempat', 'indah', 'banget', 'memang', 'layak', 'banget', 'buat', 'libur', 'hilang', 'stres', 'sama', 'keluarga', 'maupun', 'sama', 'pacar']","['indah', 'banget', 'layak', 'banget', 'libur', 'hilang', 'stres', 'keluarga', 'pacar']"
butuh sekitar  jam perjalanan darat malam hari dari surabaya terminal bungurasih menuju ke sampang madura setelah itu naik perahu selama setengah jam untuk sampai di pantai sembilan ,1,"['butuh', 'sekitar', 'jam', 'perjalanan', 'darat', 'malam', 'hari', 'dari', 'surabaya', 'terminal', 'bungurasih', 'menuju', 'ke', 'sampang', 'madura', 'setelah', 'itu', 'naik', 'perahu', 'selama', 'setengah', 'jam', 'untuk', 'sampai', 'di', 'pantai', 'sembilan']","['butuh', 'sekitar', 'perjalanan', 'darat', 'malam', 'hari', 'dari', 'surabaya', 'terminal', 'bungurasih', 'menuju', 'sampang', 'madura', 'setelah', 'naik', 'perahu', 'selama', 'setengah', 'untuk', 'sampai', 'pantai', 'sembilan']","['butuh', 'sekitar', 'jalan', 'darat', 'malam', 'hari', 'dari', 'surabaya', 'terminal', 'bungurasih', 'tuju', 'sampang', 'madura', 'telah', 'naik', 'perahu', 'lama', 'tengah', 'untuk', 'sampai', 'pantai', 'sembilan']","['butuh', 'jalan', 'darat', 'malam', 'surabaya', 'terminal', 'bungurasih', 'tuju', 'sampang', 'madura', 'perahu', 'pantai', 'sembilan']"
menuju pantai sembilan masih butuh waktu penyebrangan sekitar menit menggunakan perahu tiket masuknya cukup terjangkau pantainya bersih dan terawat disediakan beberapa penginapan seperti loji namun meskipu berada di kawasan ,1,"['menuju', 'pantai', 'sembilan', 'masih', 'butuh', 'waktu', 'penyebrangan', 'sekitar', 'menit', 'menggunakan', 'perahu', 'tiket', 'masuknya', 'cukup', 'terjangkau', 'pantainya', 'bersih', 'dan', 'terawat', 'disediakan', 'beberapa', 'penginapan', 'seperti', 'loji', 'namun', 'meskipu', 'berada', 'di', 'kawasan']","['menuju', 'pantai', 'sembilan', 'masih', 'butuh', 'waktu', 'penyebrangan', 'sekitar', 'menit', 'menggunakan', 'perahu', 'tiket', 'masuknya', 'cukup', 'terjangkau', 'pantainya', 'bersih', 'terawat', 'disediakan', 'beberapa', 'penginapan', 'seperti', 'loji', 'namun', 'meskipu', 'berada', 'kawasan']","['tuju', 'pantai', 'sembilan', 'masih', 'butuh', 'waktu', 'penyebrangan', 'sekitar', 'menit', 'guna', 'perahu', 'tiket', 'masuk', 'cukup', 'jangkau', 'pantai', 'bersih', 'awat', 'sedia', 'beberapa', 'inap', 'seperti', 'loji', 'namun', 'meskipu', 'ada', 'kawasan']","['tuju', 'pantai', 'sembilan', 'butuh', 'penyebrangan', 'menit', 'perahu', 'tiket', 'masuk', 'jangkau', 'pantai', 'bersih', 'awat', 'sedia', 'inap', 'loji', 'meskipu', 'kawasan']"
pantainya ok buat liburan airnya aman buat berenang,1,"['pantainya', 'ok', 'buat', 'liburan', 'airnya', 'aman', 'buat', 'berenang']","['pantainya', 'buat', 'liburan', 'airnya', 'aman', 'buat', 'berenang']","['pantai', 'buat', 'libur', 'air', 'aman', 'buat', 'renang']","['pantai', 'libur', 'air', 'aman', 'renang']"
tempatnya bersih pagi dan sore selalu ada mobil utk angkut sampah ombak nya sangat tenang harga terjangkau,1,"['tempatnya', 'bersih', 'pagi', 'dan', 'sore', 'selalu', 'ada', 'mobil', 'utk', 'angkut', 'sampah', 'ombak', 'nya', 'sangat', 'tenang', 'harga', 'terjangkau']","['tempatnya', 'bersih', 'pagi', 'sore', 'selalu', 'mobil', 'untuk', 'angkut', 'sampah', 'ombak', 'sangat', 'tenang', 'harga', 'terjangkau']","['tempat', 'bersih', 'pagi', 'sore', 'selalu', 'mobil', 'untuk', 'angkut', 'sampah', 'ombak', 'sangat', 'tenang', 'harga', 'jangkau']","['bersih', 'pagi', 'sore', 'mobil', 'angkut', 'sampah', 'ombak', 'tenang', 'harga', 'jangkau']"
lingkungan pantai yang bersih tidak ada sampah yang berserakan bagus untuk berfoto ada banana boat  atv,1,"['lingkungan', 'pantai', 'yang', 'bersih', 'tidak', 'ada', 'sampah', 'yang', 'berserakan', 'bagus', 'untuk', 'berfoto', 'ada', 'banana', 'boat', 'atv']","['lingkungan', 'pantai', 'yang', 'bersih', 'tidak', 'sampah', 'yang', 'berserakan', 'bagus', 'untuk', 'berfoto', 'banana', 'boat']","['lingkung', 'pantai', 'yang', 'bersih', 'tidak', 'sampah', 'yang', 'sera', 'bagus', 'untuk', 'foto', 'banana', 'boat']","['lingkung', 'pantai', 'bersih', 'sampah', 'sera', 'bagus', 'foto', 'banana', 'boat']"
pantainya apik masih bersih cocok utk poto instagramable ada tempat menginapnya juga pokok e siippppp ,1,"['pantainya', 'apik', 'masih', 'bersih', 'cocok', 'utk', 'poto', 'instagramable', 'ada', 'tempat', 'menginapnya', 'juga', 'pokok', 'e', 'siippppp']","['pantainya', 'apik', 'masih', 'bersih', 'cocok', 'untuk', 'poto', 'instagramable', 'tempat', 'menginapnya', 'juga', 'pokok', 'siippppp']","['pantai', 'apik', 'masih', 'bersih', 'cocok', 'untuk', 'poto', 'instagramable', 'tempat', 'inap', 'juga', 'pokok', 'siippppp']","['pantai', 'apik', 'bersih', 'cocok', 'poto', 'instagramable', 'inap', 'pokok', 'siippppp']"
murmer semuanya mulai dr banana boat makananminuman penginapan tapi sayangnya belum ada oleh yang khas dari pantai sembilan ,1,"['murmer', 'semuanya', 'mulai', 'dr', 'banana', 'boat', 'makananminuman', 'penginapan', 'tapi', 'sayangnya', 'belum', 'ada', 'oleh', 'yang', 'khas', 'dari', 'pantai', 'sembilan']","['murah', 'meriah', 'semuanya', 'mulai', 'dari', 'banana', 'boat', 'makananminuman', 'penginapan', 'tapi', 'sayangnya', 'belum', 'oleh', 'yang', 'khas', 'dari', 'pantai', 'sembilan']","['murah', 'riah', 'semua', 'mulai', 'dari', 'banana', 'boat', 'makananminuman', 'inap', 'tapi', 'sayang', 'belum', 'oleh', 'yang', 'khas', 'dari', 'pantai', 'sembilan']","['murah', 'riah', 'banana', 'boat', 'makananminuman', 'inap', 'sayang', 'khas', 'pantai', 'sembilan']"
akomodasi kapal rb tiket masuk pantai rb menginap rb sdh ada penyewaan kamar dengan rate harga antara   rbmalam juga diperbolehkan mendirikan tenda sendiri banyak tokowarung makanan,1,"['akomodasi', 'kapal', 'rb', 'tiket', 'masuk', 'pantai', 'rb', 'menginap', 'rb', 'sdh', 'ada', 'penyewaan', 'kamar', 'dengan', 'rate', 'harga', 'antara', 'rbmalam', 'juga', 'diperbolehkan', 'mendirikan', 'tenda', 'sendiri', 'banyak', 'tokowarung', 'makanan']","['akomodasi', 'kapal', 'ribu', 'tiket', 'masuk', 'pantai', 'ribu', 'menginap', 'ribu', 'sudah', 'penyewaan', 'kamar', 'dengan', 'rate', 'harga', 'antara', 'rbmalam', 'juga', 'diperbolehkan', 'mendirikan', 'tenda', 'sendiri', 'banyak', 'tokowarung', 'makanan']","['akomodasi', 'kapal', 'ribu', 'tiket', 'masuk', 'pantai', 'ribu', 'inap', 'ribu', 'sudah', 'sewa', 'kamar', 'dengan', 'rate', 'harga', 'antara', 'rbmalam', 'juga', 'boleh', 'diri', 'tenda', 'sendiri', 'banyak', 'tokowarung', 'makan']","['akomodasi', 'kapal', 'ribu', 'tiket', 'masuk', 'pantai', 'ribu', 'inap', 'ribu', 'sewa', 'kamar', 'rate', 'harga', 'rbmalam', 'tenda', 'tokowarung', 'makan']"
bagus banget pantai nya naik perahu pp k tiket masuk k,1,"['bagus', 'banget', 'pantai', 'nya', 'naik', 'perahu', 'pp', 'k', 'tiket', 'masuk', 'k']","['bagus', 'banget', 'pantai', 'naik', 'perahu', 'tiket', 'masuk']","['bagus', 'banget', 'pantai', 'naik', 'perahu', 'tiket', 'masuk']","['bagus', 'banget', 'pantai', 'perahu', 'tiket', 'masuk']"
salah satu wisata terbaik di pulau giligenting yaitu pantai sembilan kejernihan lautan membuat kita bisa merefresh segala kepenatan,1,"['salah', 'satu', 'wisata', 'terbaik', 'di', 'pulau', 'giligenting', 'yaitu', 'pantai', 'sembilan', 'kejernihan', 'lautan', 'membuat', 'kita', 'bisa', 'merefresh', 'segala', 'kepenatan']","['salah', 'satu', 'wisata', 'terbaik', 'pulau', 'giligenting', 'yaitu', 'pantai', 'sembilan', 'kejernihan', 'lautan', 'membuat', 'kita', 'bisa', 'merefresh', 'segala', 'kepenatan']","['salah', 'satu', 'wisata', 'baik', 'pulau', 'giligenting', 'yaitu', 'pantai', 'sembilan', 'jernih', 'laut', 'buat', 'kita', 'bisa', 'merefresh', 'segala', 'penat']","['salah', 'wisata', 'pulau', 'giligenting', 'pantai', 'sembilan', 'jernih', 'laut', 'merefresh', 'penat']"
tempatnya sangat rekomended buat wisata pokok emakanan juga murah enak sesuai harga,1,"['tempatnya', 'sangat', 'rekomended', 'buat', 'wisata', 'pokok', 'emakanan', 'juga', 'murah', 'enak', 'sesuai', 'harga']","['tempatnya', 'sangat', 'rekomended', 'buat', 'wisata', 'pokok', 'emakanan', 'juga', 'murah', 'enak', 'sesuai', 'harga']","['tempat', 'sangat', 'rekomended', 'buat', 'wisata', 'pokok', 'emakanan', 'juga', 'murah', 'enak', 'sesuai', 'harga']","['rekomended', 'wisata', 'pokok', 'emakanan', 'murah', 'enak', 'sesuai', 'harga']"
pantai sangat indan  mudah d jangkau  sangat bersih lengkap dengan tempat istirahat gazebo dan resort  masuk cma rb  toilet bersih,1,"['pantai', 'sangat', 'indan', 'mudah', 'd', 'jangkau', 'sangat', 'bersih', 'lengkap', 'dengan', 'tempat', 'istirahat', 'gazebo', 'dan', 'resort', 'masuk', 'cma', 'rb', 'toilet', 'bersih']","['pantai', 'sangat', 'indan', 'mudah', 'jangkau', 'sangat', 'bersih', 'lengkap', 'dengan', 'tempat', 'istirahat', 'gazebo', 'resort', 'masuk', 'cuma', 'ribu', 'toilet', 'bersih']","['pantai', 'sangat', 'indan', 'mudah', 'jangkau', 'sangat', 'bersih', 'lengkap', 'dengan', 'tempat', 'istirahat', 'gazebo', 'resort', 'masuk', 'cuma', 'ribu', 'toilet', 'bersih']","['pantai', 'indan', 'mudah', 'jangkau', 'bersih', 'lengkap', 'istirahat', 'gazebo', 'resort', 'masuk', 'ribu', 'toilet', 'bersih']"
pantai di ujung madura di sebuah pulau yang sangat indah dan bakalan tidak rugi untuk kesanasangat saya sarankan untuk mengunjungi pulau ini,1,"['pantai', 'di', 'ujung', 'madura', 'di', 'sebuah', 'pulau', 'yang', 'sangat', 'indah', 'dan', 'bakalan', 'tidak', 'rugi', 'untuk', 'kesanasangat', 'saya', 'sarankan', 'untuk', 'mengunjungi', 'pulau', 'ini']","['pantai', 'ujung', 'madura', 'sebuah', 'pulau', 'yang', 'sangat', 'indah', 'bakalan', 'tidak', 'rugi', 'untuk', 'kesanasangat', 'saya', 'sarankan', 'untuk', 'mengunjungi', 'pulau']","['pantai', 'ujung', 'madura', 'buah', 'pulau', 'yang', 'sangat', 'indah', 'bakal', 'tidak', 'rugi', 'untuk', 'kesanasangat', 'saya', 'saran', 'untuk', 'unjung', 'pulau']","['pantai', 'ujung', 'madura', 'buah', 'pulau', 'indah', 'rugi', 'kesanasangat', 'saran', 'unjung', 'pulau']"
superrr bagus ini mah beneran kalo kesini siap antangin yg banyak karna perjalanan naik perahu lbh dr  jam bikin kena angin terus mutah  over all super oke tempatnya disini bisa naik donat boat  banana boat jg rborg  dijamin puas banget soalnya diputerin lamaaaaaaa  ,1,"['superrr', 'bagus', 'ini', 'mah', 'beneran', 'kalo', 'kesini', 'siap', 'antangin', 'yg', 'banyak', 'karna', 'perjalanan', 'naik', 'perahu', 'lbh', 'dr', 'jam', 'bikin', 'kena', 'angin', 'terus', 'mutah', 'over', 'all', 'super', 'oke', 'tempatnya', 'disini', 'bisa', 'naik', 'donat', 'boat', 'banana', 'boat', 'jg', 'rborg', 'dijamin', 'puas', 'banget', 'soalnya', 'diputerin', 'lamaaaaaaa']","['superrr', 'bagus', 'benaran', 'kalo', 'kesini', 'siap', 'antangin', 'yang', 'banyak', 'karena', 'perjalanan', 'naik', 'perahu', 'lebih', 'dari', 'bikin', 'kena', 'angin', 'terus', 'mutah', 'over', 'super', 'tempatnya', 'disini', 'bisa', 'naik', 'donat', 'boat', 'banana', 'boat', 'juga', 'rborg', 'dijamin', 'puas', 'banget', 'soalnya', 'diputerin', 'lamaaaaaaa']","['superrr', 'bagus', 'benar', 'kalo', 'kesini', 'siap', 'antangin', 'yang', 'banyak', 'karena', 'jalan', 'naik', 'perahu', 'lebih', 'dari', 'bikin', 'kena', 'angin', 'terus', 'mutah', 'over', 'super', 'tempat', 'sini', 'bisa', 'naik', 'donat', 'boat', 'banana', 'boat', 'juga', 'rborg', 'jamin', 'puas', 'banget', 'soal', 'diputerin', 'lamaaaaaaa']","['superrr', 'bagus', 'kesini', 'antangin', 'jalan', 'perahu', 'bikin', 'kena', 'angin', 'mutah', 'over', 'super', 'donat', 'boat', 'banana', 'boat', 'rborg', 'jamin', 'puas', 'banget', 'diputerin', 'lamaaaaaaa']"
pantai luas airnya bening fasilitas memadai cukup instagramable tapi agak tercemari oleh sampah  menit naik kapal,1,"['pantai', 'luas', 'airnya', 'bening', 'fasilitas', 'memadai', 'cukup', 'instagramable', 'tapi', 'agak', 'tercemari', 'oleh', 'sampah', 'menit', 'naik', 'kapal']","['pantai', 'luas', 'airnya', 'bening', 'fasilitas', 'memadai', 'cukup', 'instagramable', 'tapi', 'agak', 'tercemari', 'oleh', 'sampah', 'menit', 'naik', 'kapal']","['pantai', 'luas', 'air', 'bening', 'fasilitas', 'pada', 'cukup', 'instagramable', 'tapi', 'agak', 'cari', 'oleh', 'sampah', 'menit', 'naik', 'kapal']","['pantai', 'luas', 'air', 'bening', 'fasilitas', 'instagramable', 'cari', 'sampah', 'menit', 'kapal']"
bagus cma dipasir pantainya agak kotor,0,"['bagus', 'cma', 'dipasir', 'pantainya', 'agak', 'kotor']","['bagus', 'cuma', 'dipasir', 'pantainya', 'agak', 'kotor']","['bagus', 'cuma', 'pasir', 'pantai', 'agak', 'kotor']","['bagus', 'pasir', 'pantai', 'kotor']"
klo naik pesawat dari surabaya ke sumenep trus naik kapal ke pulau giliginting touring motor motor bisa dinaikin ke kapal  ,1,"['klo', 'naik', 'pesawat', 'dari', 'surabaya', 'ke', 'sumenep', 'trus', 'naik', 'kapal', 'ke', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'bisa', 'dinaikin', 'ke', 'kapal']","['kalo', 'naik', 'pesawat', 'dari', 'surabaya', 'sumenep', 'terus', 'naik', 'kapal', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'bisa', 'dinaikin', 'kapal']","['kalo', 'naik', 'pesawat', 'dari', 'surabaya', 'sumenep', 'terus', 'naik', 'kapal', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'bisa', 'dinaikin', 'kapal']","['pesawat', 'surabaya', 'sumenep', 'kapal', 'pulau', 'giliginting', 'touring', 'motor', 'motor', 'dinaikin', 'kapal']"
tempatnya bersih dan cocok untuk refreshing sekeluarga airnya tenang tidak berbahaya bagi anak anak,1,"['tempatnya', 'bersih', 'dan', 'cocok', 'untuk', 'refreshing', 'sekeluarga', 'airnya', 'tenang', 'tidak', 'berbahaya', 'bagi', 'anak', 'anak']","['tempatnya', 'bersih', 'cocok', 'untuk', 'refreshing', 'sekeluarga', 'airnya', 'tenang', 'tidak', 'berbahaya', 'bagi', 'anak', 'anak']","['tempat', 'bersih', 'cocok', 'untuk', 'refreshing', 'keluarga', 'air', 'tenang', 'tidak', 'bahaya', 'bagi', 'anak', 'anak']","['bersih', 'cocok', 'refreshing', 'keluarga', 'air', 'tenang', 'bahaya', 'anak', 'anak']"
pantai yg bersih seruh ada permainan banana boat ada tempat duduk untuk bersantai ada tempat penginapannya keren  ,1,"['pantai', 'yg', 'bersih', 'seruh', 'ada', 'permainan', 'banana', 'boat', 'ada', 'tempat', 'duduk', 'untuk', 'bersantai', 'ada', 'tempat', 'penginapannya', 'keren']","['pantai', 'yang', 'bersih', 'seruh', 'permainan', 'banana', 'boat', 'tempat', 'duduk', 'untuk', 'bersantai', 'tempat', 'penginapannya', 'keren']","['pantai', 'yang', 'bersih', 'seruh', 'main', 'banana', 'boat', 'tempat', 'duduk', 'untuk', 'santa', 'tempat', 'inap', 'keren']","['pantai', 'bersih', 'seruh', 'main', 'banana', 'boat', 'duduk', 'santa', 'inap', 'keren']"
tempat wisata di kabupaten sumenep enak untuk buat liburan keluarga temen ato liburan lainnya,1,"['tempat', 'wisata', 'di', 'kabupaten', 'sumenep', 'enak', 'untuk', 'buat', 'liburan', 'keluarga', 'temen', 'ato', 'liburan', 'lainnya']","['tempat', 'wisata', 'kabupaten', 'sumenep', 'enak', 'untuk', 'buat', 'liburan', 'keluarga', 'teman', 'atau', 'liburan', 'lainnya']","['tempat', 'wisata', 'kabupaten', 'sumenep', 'enak', 'untuk', 'buat', 'libur', 'keluarga', 'teman', 'atau', 'libur', 'lain']","['wisata', 'kabupaten', 'sumenep', 'enak', 'libur', 'keluarga', 'teman', 'libur']"
tempat yang bagus nyaman juga hanya saja kurangnya petugas kebersihan dan tata kelola utk kulinernya akan jauh lebih bagus jika kuliner yang dijual disana benar ttg madura bahkan bukan hanya makanan bisa juga aksesoris seperti gelang manik dll,0,"['tempat', 'yang', 'bagus', 'nyaman', 'juga', 'hanya', 'saja', 'kurangnya', 'petugas', 'kebersihan', 'dan', 'tata', 'kelola', 'utk', 'kulinernya', 'akan', 'jauh', 'lebih', 'bagus', 'jika', 'kuliner', 'yang', 'dijual', 'disana', 'benar', 'ttg', 'madura', 'bahkan', 'bukan', 'hanya', 'makanan', 'bisa', 'juga', 'aksesoris', 'seperti', 'gelang', 'manik', 'dll']","['tempat', 'yang', 'bagus', 'nyaman', 'juga', 'hanya', 'saja', 'kurangnya', 'petugas', 'kebersihan', 'tata', 'kelola', 'untuk', 'kulinernya', 'akan', 'jauh', 'lebih', 'bagus', 'jika', 'kuliner', 'yang', 'dijual', 'disana', 'benar', 'tentang', 'madura', 'bahkan', 'bukan', 'hanya', 'makanan', 'bisa', 'juga', 'aksesoris', 'seperti', 'gelang', 'manik']","['tempat', 'yang', 'bagus', 'nyaman', 'juga', 'hanya', 'saja', 'kurang', 'tugas', 'bersih', 'tata', 'kelola', 'untuk', 'kuliner', 'akan', 'jauh', 'lebih', 'bagus', 'jika', 'kuliner', 'yang', 'jual', 'sana', 'benar', 'tentang', 'madura', 'bahkan', 'bukan', 'hanya', 'makan', 'bisa', 'juga', 'aksesoris', 'seperti', 'gelang', 'manik']","['bagus', 'nyaman', 'tugas', 'bersih', 'tata', 'kelola', 'kuliner', 'bagus', 'kuliner', 'jual', 'madura', 'makan', 'aksesoris', 'gelang', 'manik']"
pantai sembilan terletak di pulau gili genting kecamatan gili genting kabupaten sumenep pantai dengan pasir putih dan akses yang sangat mudah sangat memudahkan orang yang ingin berkunjung ke destinasi ini,1,"['pantai', 'sembilan', 'terletak', 'di', 'pulau', 'gili', 'genting', 'kecamatan', 'gili', 'genting', 'kabupaten', 'sumenep', 'pantai', 'dengan', 'pasir', 'putih', 'dan', 'akses', 'yang', 'sangat', 'mudah', 'sangat', 'memudahkan', 'orang', 'yang', 'ingin', 'berkunjung', 'ke', 'destinasi', 'ini']","['pantai', 'sembilan', 'terletak', 'pulau', 'gili', 'genting', 'kecamatan', 'gili', 'genting', 'kabupaten', 'sumenep', 'pantai', 'dengan', 'pasir', 'putih', 'akses', 'yang', 'sangat', 'mudah', 'sangat', 'memudahkan', 'orang', 'yang', 'ingin', 'berkunjung', 'destinasi']","['pantai', 'sembilan', 'letak', 'pulau', 'gili', 'genting', 'camat', 'gili', 'genting', 'kabupaten', 'sumenep', 'pantai', 'dengan', 'pasir', 'putih', 'akses', 'yang', 'sangat', 'mudah', 'sangat', 'mudah', 'orang', 'yang', 'ingin', 'kunjung', 'destinasi']","['pantai', 'sembilan', 'letak', 'pulau', 'gili', 'genting', 'camat', 'gili', 'genting', 'kabupaten', 'sumenep', 'pantai', 'pasir', 'putih', 'akses', 'mudah', 'mudah', 'orang', 'kunjung', 'destinasi']"
pantai yang sangat bagusdi pulau madura exotis dan menawan meskipun menyebrang dengan prahu,1,"['pantai', 'yang', 'sangat', 'bagusdi', 'pulau', 'madura', 'exotis', 'dan', 'menawan', 'meskipun', 'menyebrang', 'dengan', 'prahu']","['pantai', 'yang', 'sangat', 'bagusdi', 'pulau', 'madura', 'exotis', 'menawan', 'meskipun', 'menyebrang', 'dengan', 'prahu']","['pantai', 'yang', 'sangat', 'bagusdi', 'pulau', 'madura', 'exotis', 'tawan', 'meski', 'menyebrang', 'dengan', 'prahu']","['pantai', 'bagusdi', 'pulau', 'madura', 'exotis', 'tawan', 'menyebrang', 'prahu']"
pantainya bagus banget kayak di lombok sih akses mudah murah ada banana boat ada atv ayunan resort banyak tempat makan yang murah juga rekomen banget,1,"['pantainya', 'bagus', 'banget', 'kayak', 'di', 'lombok', 'sih', 'akses', 'mudah', 'murah', 'ada', 'banana', 'boat', 'ada', 'atv', 'ayunan', 'resort', 'banyak', 'tempat', 'makan', 'yang', 'murah', 'juga', 'rekomen', 'banget']","['pantainya', 'bagus', 'banget', 'kayak', 'lombok', 'akses', 'mudah', 'murah', 'banana', 'boat', 'ayunan', 'resort', 'banyak', 'tempat', 'makan', 'yang', 'murah', 'juga', 'rekomen', 'banget']","['pantai', 'bagus', 'banget', 'kayak', 'lombok', 'akses', 'mudah', 'murah', 'banana', 'boat', 'ayun', 'resort', 'banyak', 'tempat', 'makan', 'yang', 'murah', 'juga', 'rekomen', 'banget']","['pantai', 'bagus', 'banget', 'kayak', 'lombok', 'akses', 'mudah', 'murah', 'banana', 'boat', 'ayun', 'resort', 'makan', 'murah', 'rekomen', 'banget']"
pantai nya tak se bagus n seindah dlu karena skrang bnyak fasilitas yg kondisi nya memperihatinkan bahkan ada yg rusak  ,0,"['pantai', 'nya', 'tak', 'se', 'bagus', 'n', 'seindah', 'dlu', 'karena', 'skrang', 'bnyak', 'fasilitas', 'yg', 'kondisi', 'nya', 'memperihatinkan', 'bahkan', 'ada', 'yg', 'rusak']","['pantai', 'bagus', 'seindah', 'dulu', 'karena', 'sekarang', 'banyak', 'fasilitas', 'yang', 'kondisi', 'memperihatinkan', 'bahkan', 'yang', 'rusak']","['pantai', 'bagus', 'indah', 'dulu', 'karena', 'sekarang', 'banyak', 'fasilitas', 'yang', 'kondisi', 'memperihatinkan', 'bahkan', 'yang', 'rusak']","['pantai', 'bagus', 'indah', 'fasilitas', 'kondisi', 'memperihatinkan', 'rusak']"
pemandangan pantai yg baguuss serasa sperti punya pulau sndri hanya lmyan panas aja klo siang ksana hehehe,1,"['pemandangan', 'pantai', 'yg', 'baguuss', 'serasa', 'sperti', 'punya', 'pulau', 'sndri', 'hanya', 'lmyan', 'panas', 'aja', 'klo', 'siang', 'ksana', 'hehehe']","['pemandangan', 'pantai', 'yang', 'baguuss', 'serasa', 'seperti', 'punya', 'pulau', 'sendiri', 'hanya', 'lmyan', 'panas', 'saja', 'kalo', 'siang', 'ksana', 'hehehe']","['pandang', 'pantai', 'yang', 'baguuss', 'serasa', 'seperti', 'punya', 'pulau', 'sendiri', 'hanya', 'lmyan', 'panas', 'saja', 'kalo', 'siang', 'ksana', 'hehehe']","['pandang', 'pantai', 'baguuss', 'serasa', 'pulau', 'lmyan', 'panas', 'siang', 'ksana', 'hehehe']"
pulau dan pantai yg indah pasir putihnya bagus bgt cocok buat liburan bersama keluarga tercinta tp sayang penginapan agak mahal padahal kamar mandi luar trus kamar mandinya agak kotor tingkatkan lagi utk kebersihan ya supaya pengunjungya tmbh nyaman lagi,0,"['pulau', 'dan', 'pantai', 'yg', 'indah', 'pasir', 'putihnya', 'bagus', 'bgt', 'cocok', 'buat', 'liburan', 'bersama', 'keluarga', 'tercinta', 'tp', 'sayang', 'penginapan', 'agak', 'mahal', 'padahal', 'kamar', 'mandi', 'luar', 'trus', 'kamar', 'mandinya', 'agak', 'kotor', 'tingkatkan', 'lagi', 'utk', 'kebersihan', 'ya', 'supaya', 'pengunjungya', 'tmbh', 'nyaman', 'lagi']","['pulau', 'pantai', 'yang', 'indah', 'pasir', 'putihnya', 'bagus', 'banget', 'cocok', 'buat', 'liburan', 'bersama', 'keluarga', 'tercinta', 'tapi', 'sayang', 'penginapan', 'agak', 'mahal', 'padahal', 'kamar', 'mandi', 'luar', 'terus', 'kamar', 'mandinya', 'agak', 'kotor', 'tingkatkan', 'lagi', 'untuk', 'kebersihan', 'supaya', 'pengunjungya', 'tambah', 'nyaman', 'lagi']","['pulau', 'pantai', 'yang', 'indah', 'pasir', 'putih', 'bagus', 'banget', 'cocok', 'buat', 'libur', 'sama', 'keluarga', 'cinta', 'tapi', 'sayang', 'inap', 'agak', 'mahal', 'padahal', 'kamar', 'mandi', 'luar', 'terus', 'kamar', 'mandi', 'agak', 'kotor', 'tingkat', 'lagi', 'untuk', 'bersih', 'supaya', 'pengunjungya', 'tambah', 'nyaman', 'lagi']","['pulau', 'pantai', 'indah', 'pasir', 'putih', 'bagus', 'banget', 'cocok', 'libur', 'keluarga', 'cinta', 'sayang', 'inap', 'mahal', 'kamar', 'mandi', 'kamar', 'mandi', 'kotor', 'tingkat', 'bersih', 'pengunjungya', 'nyaman']"
pantai pasir putih dengan nuansa alam yang masih alami masyarakat setempat sangat ramah,1,"['pantai', 'pasir', 'putih', 'dengan', 'nuansa', 'alam', 'yang', 'masih', 'alami', 'masyarakat', 'setempat', 'sangat', 'ramah']","['pantai', 'pasir', 'putih', 'dengan', 'nuansa', 'alam', 'yang', 'masih', 'alami', 'masyarakat', 'setempat', 'sangat', 'ramah']","['pantai', 'pasir', 'putih', 'dengan', 'nuansa', 'alam', 'yang', 'masih', 'alami', 'masyarakat', 'tempat', 'sangat', 'ramah']","['pantai', 'pasir', 'putih', 'nuansa', 'alam', 'alami', 'masyarakat', 'ramah']"
