ulasan,label,tokens,normalized,stem,token_finish
tempatnya sudah berkembang akan tetapi untuk masalah kebersihan di bebatuannya harap dijaga lebih baik lagi,0,"['tempatnya', 'sudah', 'berkembang', 'akan', 'tetapi', 'untuk', 'masalah', 'kebersihan', 'di', 'bebatuannya', 'harap', 'dijaga', 'lebih', 'baik', 'lagi']","['tempatnya', 'sudah', 'berkembang', 'akan', 'tetapi', 'untuk', 'masalah', 'kebersihan', 'bebatuannya', 'harap', 'dijaga', 'lebih', 'baik', 'lagi']","['tempat', 'sudah', 'kembang', 'akan', 'tetapi', 'untuk', 'masalah', 'bersih', 'bebatuannya', 'harap', 'jaga', 'lebih', 'baik', 'lagi']","['kembang', 'bersih', 'bebatuannya', 'harap', 'jaga']"
viewnya asyiik air terjun tp langsung laut kebanyakan air terjun di gunung naah ini di laut ,1,"['viewnya', 'asyiik', 'air', 'terjun', 'tp', 'langsung', 'laut', 'kebanyakan', 'air', 'terjun', 'di', 'gunung', 'naah', 'ini', 'di', 'laut']","['viewnya', 'asyiik', 'terjun', 'tapi', 'langsung', 'laut', 'kebanyakan', 'terjun', 'gunung', 'naah', 'laut']","['viewnya', 'asyiik', 'terjun', 'tapi', 'langsung', 'laut', 'banyak', 'terjun', 'gunung', 'naah', 'laut']","['viewnya', 'asyiik', 'terjun', 'langsung', 'laut', 'terjun', 'gunung', 'naah', 'laut']"
tempat yg nyaman buat menikmati sunset,1,"['tempat', 'yg', 'nyaman', 'buat', 'menikmati', 'sunset']","['tempat', 'yang', 'nyaman', 'buat', 'menikmati', 'sunset']","['tempat', 'yang', 'nyaman', 'buat', 'nikmat', 'sunset']","['nyaman', 'nikmat', 'sunset']"
sekarang parkir sudah luas kalau kesini mending soresenja sore sungguh pemandangan nya,1,"['sekarang', 'parkir', 'sudah', 'luas', 'kalau', 'kesini', 'mending', 'soresenja', 'sore', 'sungguh', 'pemandangan', 'nya']","['sekarang', 'parkir', 'sudah', 'luas', 'kalau', 'kesini', 'mending', 'soresenja', 'sore', 'sungguh', 'pemandangan']","['sekarang', 'parkir', 'sudah', 'luas', 'kalau', 'kesini', 'mending', 'soresenja', 'sore', 'sungguh', 'pandang']","['parkir', 'luas', 'kesini', 'mending', 'soresenja', 'sore', 'sungguh', 'pandang']"
air terjun yang langsung jatuh ke pantai,1,"['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'pantai']","['terjun', 'yang', 'langsung', 'jatuh', 'pantai']","['terjun', 'yang', 'langsung', 'jatuh', 'pantai']","['terjun', 'langsung', 'jatuh', 'pantai']"
lokasi yg terjangkau dr area parkir n nyaman utk keluarga,1,"['lokasi', 'yg', 'terjangkau', 'dr', 'area', 'parkir', 'n', 'nyaman', 'utk', 'keluarga']","['lokasi', 'yang', 'terjangkau', 'dari', 'area', 'parkir', 'nyaman', 'untuk', 'keluarga']","['lokasi', 'yang', 'jangkau', 'dari', 'area', 'parkir', 'nyaman', 'untuk', 'keluarga']","['lokasi', 'jangkau', 'area', 'parkir', 'nyaman', 'keluarga']"
tanpa tiket masuk hanya bayar parkir afa kulinernya juga,1,"['tanpa', 'tiket', 'masuk', 'hanya', 'bayar', 'parkir', 'afa', 'kulinernya', 'juga']","['tanpa', 'tiket', 'masuk', 'hanya', 'bayar', 'parkir', 'kulinernya', 'juga']","['tanpa', 'tiket', 'masuk', 'hanya', 'bayar', 'parkir', 'kuliner', 'juga']","['tiket', 'masuk', 'bayar', 'parkir', 'kuliner']"
wajib lihat tuk dukung destinasi wisata alam kota sampang ayoo main kesana,1,"['wajib', 'lihat', 'tuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'ayoo', 'main', 'kesana']","['wajib', 'lihat', 'untuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'main', 'kesana']","['wajib', 'lihat', 'untuk', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'main', 'kesana']","['wajib', 'lihat', 'dukung', 'destinasi', 'wisata', 'alam', 'kota', 'sampang', 'main', 'kesana']"
air terjun toroan di pinggir laut utara pulau madura dekat kota kecil ketapang kabupaten sampang ,1,"['air', 'terjun', 'toroan', 'di', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'dekat', 'kota', 'kecil', 'ketapang', 'kabupaten', 'sampang']","['terjun', 'toroan', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'dekat', 'kota', 'kecil', 'ketapang', 'kabupaten', 'sampang']","['terjun', 'toro', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'dekat', 'kota', 'kecil', 'ketapang', 'kabupaten', 'sampang']","['terjun', 'toro', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'kota', 'ketapang', 'kabupaten', 'sampang']"
air terjun toroan berada dekat tepian jalan raya  sehingga akses untuk kesana mudah dan cepat kalau kita mau turun melihat secara langsung air terjunnya apalagi tepat berada ditepian pantaisuasananya sangat nyaman dan terasa dingin karena ,1,"['air', 'terjun', 'toroan', 'berada', 'dekat', 'tepian', 'jalan', 'raya', 'sehingga', 'akses', 'untuk', 'kesana', 'mudah', 'dan', 'cepat', 'kalau', 'kita', 'mau', 'turun', 'melihat', 'secara', 'langsung', 'air', 'terjunnya', 'apalagi', 'tepat', 'berada', 'ditepian', 'pantaisuasananya', 'sangat', 'nyaman', 'dan', 'terasa', 'dingin', 'karena']","['terjun', 'toroan', 'berada', 'dekat', 'tepian', 'jalan', 'raya', 'sehingga', 'akses', 'untuk', 'kesana', 'mudah', 'cepat', 'kalau', 'kita', 'turun', 'melihat', 'secara', 'langsung', 'terjunnya', 'apalagi', 'tepat', 'berada', 'ditepian', 'pantaisuasananya', 'sangat', 'nyaman', 'terasa', 'dingin', 'karena']","['terjun', 'toro', 'ada', 'dekat', 'tepi', 'jalan', 'raya', 'sehingga', 'akses', 'untuk', 'kesana', 'mudah', 'cepat', 'kalau', 'kita', 'turun', 'lihat', 'cara', 'langsung', 'terjun', 'apalagi', 'tepat', 'ada', 'tepi', 'pantaisuasananya', 'sangat', 'nyaman', 'asa', 'dingin', 'karena']","['terjun', 'toro', 'tepi', 'jalan', 'raya', 'akses', 'kesana', 'mudah', 'cepat', 'turun', 'lihat', 'langsung', 'terjun', 'tepi', 'pantaisuasananya', 'nyaman', 'asa', 'dingin']"
lokasinya berada di pinggir jalan gampang dicari freega ada htm cm bayar parkir aja enak buat sekedar berfoto dan santaian sekeluarga lengkap ada warung lesehan musholla dan parkiran,1,"['lokasinya', 'berada', 'di', 'pinggir', 'jalan', 'gampang', 'dicari', 'freega', 'ada', 'htm', 'cm', 'bayar', 'parkir', 'aja', 'enak', 'buat', 'sekedar', 'berfoto', 'dan', 'santaian', 'sekeluarga', 'lengkap', 'ada', 'warung', 'lesehan', 'musholla', 'dan', 'parkiran']","['lokasinya', 'berada', 'pinggir', 'jalan', 'gampang', 'dicari', 'freega', 'cuma', 'bayar', 'parkir', 'saja', 'enak', 'buat', 'sekedar', 'berfoto', 'santaian', 'sekeluarga', 'lengkap', 'warung', 'lesehan', 'musholla', 'parkiran']","['lokasi', 'ada', 'pinggir', 'jalan', 'gampang', 'cari', 'freega', 'cuma', 'bayar', 'parkir', 'saja', 'enak', 'buat', 'dar', 'foto', 'santai', 'keluarga', 'lengkap', 'warung', 'leseh', 'musholla', 'parkir']","['lokasi', 'pinggir', 'jalan', 'gampang', 'cari', 'freega', 'bayar', 'parkir', 'enak', 'dar', 'foto', 'santai', 'keluarga', 'lengkap', 'warung', 'leseh', 'musholla', 'parkir']"
wisata air terjun yang letaknya di samping jl ketapangsampang,1,"['wisata', 'air', 'terjun', 'yang', 'letaknya', 'di', 'samping', 'jl', 'ketapangsampang']","['wisata', 'terjun', 'yang', 'letaknya', 'samping', 'ketapangsampang']","['wisata', 'terjun', 'yang', 'letak', 'samping', 'ketapangsampang']","['wisata', 'terjun', 'letak', 'samping', 'ketapangsampang']"
destinasi wisata air terjun yg langsung ke laut lokasi sangat menarik dan recomended banget bersama keluarga tercinta,1,"['destinasi', 'wisata', 'air', 'terjun', 'yg', 'langsung', 'ke', 'laut', 'lokasi', 'sangat', 'menarik', 'dan', 'recomended', 'banget', 'bersama', 'keluarga', 'tercinta']","['destinasi', 'wisata', 'terjun', 'yang', 'langsung', 'laut', 'lokasi', 'sangat', 'menarik', 'recomended', 'banget', 'bersama', 'keluarga', 'tercinta']","['destinasi', 'wisata', 'terjun', 'yang', 'langsung', 'laut', 'lokasi', 'sangat', 'tarik', 'recomended', 'banget', 'sama', 'keluarga', 'cinta']","['destinasi', 'wisata', 'terjun', 'langsung', 'laut', 'lokasi', 'tarik', 'recomended', 'banget', 'keluarga', 'cinta']"
lumayan habis ke bebek sinjai jalan di sini,1,"['lumayan', 'habis', 'ke', 'bebek', 'sinjai', 'jalan', 'di', 'sini']","['lumayan', 'habis', 'bebek', 'sinjai', 'jalan', 'sini']","['lumayan', 'habis', 'bebek', 'sinjai', 'jalan', 'sini']","['lumayan', 'habis', 'bebek', 'sinjai', 'jalan']"
ada kenangan yang tersimpan disana,1,"['ada', 'kenangan', 'yang', 'tersimpan', 'disana']","['kenangan', 'yang', 'tersimpan', 'disana']","['kenang', 'yang', 'simpan', 'sana']","['kenang', 'simpan']"
airterjun di tepi lautsuatu yang jarang ditemui tempat yang mudah dijangkau karena tidak jauh dari jalan utama ,1,"['airterjun', 'di', 'tepi', 'lautsuatu', 'yang', 'jarang', 'ditemui', 'tempat', 'yang', 'mudah', 'dijangkau', 'karena', 'tidak', 'jauh', 'dari', 'jalan', 'utama']","['airterjun', 'tepi', 'lautsuatu', 'yang', 'jarang', 'ditemui', 'tempat', 'yang', 'mudah', 'dijangkau', 'karena', 'tidak', 'jauh', 'dari', 'jalan', 'utama']","['airterjun', 'tepi', 'lautsuatu', 'yang', 'jarang', 'temu', 'tempat', 'yang', 'mudah', 'jangkau', 'karena', 'tidak', 'jauh', 'dari', 'jalan', 'utama']","['airterjun', 'tepi', 'lautsuatu', 'jarang', 'temu', 'mudah', 'jangkau', 'jalan', 'utama']"
tetep suka banget dengan tempat ini,1,"['tetep', 'suka', 'banget', 'dengan', 'tempat', 'ini']","['tetap', 'suka', 'banget', 'dengan', 'tempat']","['tetap', 'suka', 'banget', 'dengan', 'tempat']","['suka', 'banget']"
air terjunnya kecil warna hijau kalau sunsetnya top banget si,1,"['air', 'terjunnya', 'kecil', 'warna', 'hijau', 'kalau', 'sunsetnya', 'top', 'banget', 'si']","['terjunnya', 'kecil', 'warna', 'hijau', 'kalau', 'sunsetnya', 'banget']","['terjun', 'kecil', 'warna', 'hijau', 'kalau', 'sunsetnya', 'banget']","['terjun', 'warna', 'hijau', 'sunsetnya', 'banget']"
air terjun toroan di desa ketapang kecamatan ketapang kabupaten sampang dekat jl raya dan pantai utara sampang parkir motor dan mobil luas,1,"['air', 'terjun', 'toroan', 'di', 'desa', 'ketapang', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'dekat', 'jl', 'raya', 'dan', 'pantai', 'utara', 'sampang', 'parkir', 'motor', 'dan', 'mobil', 'luas']","['terjun', 'toroan', 'desa', 'ketapang', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'dekat', 'raya', 'pantai', 'utara', 'sampang', 'parkir', 'motor', 'mobil', 'luas']","['terjun', 'toro', 'desa', 'ketapang', 'camat', 'ketapang', 'kabupaten', 'sampang', 'dekat', 'raya', 'pantai', 'utara', 'sampang', 'parkir', 'motor', 'mobil', 'luas']","['terjun', 'toro', 'desa', 'ketapang', 'camat', 'ketapang', 'kabupaten', 'sampang', 'raya', 'pantai', 'utara', 'sampang', 'parkir', 'motor', 'mobil', 'luas']"
air terjun langsung ke pantai satu satunya di daerah madura dan merupakan destinasi wisata yg ckup langka,1,"['air', 'terjun', 'langsung', 'ke', 'pantai', 'satu', 'satunya', 'di', 'daerah', 'madura', 'dan', 'merupakan', 'destinasi', 'wisata', 'yg', 'ckup', 'langka']","['terjun', 'langsung', 'pantai', 'satu', 'satunya', 'daerah', 'madura', 'merupakan', 'destinasi', 'wisata', 'yang', 'cukup', 'langka']","['terjun', 'langsung', 'pantai', 'satu', 'satu', 'daerah', 'madura', 'rupa', 'destinasi', 'wisata', 'yang', 'cukup', 'langka']","['terjun', 'langsung', 'pantai', 'daerah', 'madura', 'rupa', 'destinasi', 'wisata', 'langka']"
datanglah saat pagi air laut belum pasang airnya bening karang terlihat,1,"['datanglah', 'saat', 'pagi', 'air', 'laut', 'belum', 'pasang', 'airnya', 'bening', 'karang', 'terlihat']","['datanglah', 'saat', 'pagi', 'laut', 'belum', 'pasang', 'airnya', 'bening', 'karang', 'terlihat']","['datang', 'saat', 'pagi', 'laut', 'belum', 'pasang', 'air', 'bening', 'karang', 'lihat']","['pagi', 'laut', 'pasang', 'air', 'bening', 'karang', 'lihat']"
unikair terjun langsung k lautcuma keamanan mash minim,0,"['unikair', 'terjun', 'langsung', 'k', 'lautcuma', 'keamanan', 'mash', 'minim']","['unikair', 'terjun', 'langsung', 'lautcuma', 'keamanan', 'mash', 'minim']","['unikair', 'terjun', 'langsung', 'lautcuma', 'aman', 'mash', 'minim']","['unikair', 'terjun', 'langsung', 'lautcuma', 'aman', 'mash', 'minim']"
mantap,1,['mantap'],['mantap'],['mantap'],['mantap']
salah satu icon wisata yg ada di ketapang sampang tempatnya yg nyaman untuk bersantai,1,"['salah', 'satu', 'icon', 'wisata', 'yg', 'ada', 'di', 'ketapang', 'sampang', 'tempatnya', 'yg', 'nyaman', 'untuk', 'bersantai']","['salah', 'satu', 'icon', 'wisata', 'yang', 'ketapang', 'sampang', 'tempatnya', 'yang', 'nyaman', 'untuk', 'bersantai']","['salah', 'satu', 'icon', 'wisata', 'yang', 'ketapang', 'sampang', 'tempat', 'yang', 'nyaman', 'untuk', 'santa']","['salah', 'icon', 'wisata', 'ketapang', 'sampang', 'nyaman', 'santa']"
ada cafe nya yg bisa menikmati semilir angin laut,1,"['ada', 'cafe', 'nya', 'yg', 'bisa', 'menikmati', 'semilir', 'angin', 'laut']","['cafe', 'yang', 'bisa', 'menikmati', 'semilir', 'angin', 'laut']","['cafe', 'yang', 'bisa', 'nikmat', 'milir', 'angin', 'laut']","['cafe', 'nikmat', 'milir', 'angin', 'laut']"
lumayanjln menuju air terjunnya agak licin,0,"['lumayanjln', 'menuju', 'air', 'terjunnya', 'agak', 'licin']","['lumayanjln', 'menuju', 'terjunnya', 'agak', 'licin']","['lumayanjln', 'tuju', 'terjun', 'agak', 'licin']","['lumayanjln', 'tuju', 'terjun', 'licin']"
refreshing with orang kantor dan keluarga,1,"['refreshing', 'with', 'orang', 'kantor', 'dan', 'keluarga']","['refreshing', 'with', 'orang', 'kantor', 'keluarga']","['refreshing', 'with', 'orang', 'kantor', 'keluarga']","['refreshing', 'with', 'orang', 'kantor', 'keluarga']"
air terjun di wilayah sampang madura yg langsung bermuara di laut utara madura,1,"['air', 'terjun', 'di', 'wilayah', 'sampang', 'madura', 'yg', 'langsung', 'bermuara', 'di', 'laut', 'utara', 'madura']","['terjun', 'wilayah', 'sampang', 'madura', 'yang', 'langsung', 'bermuara', 'laut', 'utara', 'madura']","['terjun', 'wilayah', 'sampang', 'madura', 'yang', 'langsung', 'muara', 'laut', 'utara', 'madura']","['terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'muara', 'laut', 'utara', 'madura']"
sangat senang,1,"['sangat', 'senang']","['sangat', 'senang']","['sangat', 'senang']",['senang']
 ,1,[],[],[],[]
nyaman enak,1,"['nyaman', 'enak']","['nyaman', 'enak']","['nyaman', 'enak']","['nyaman', 'enak']"
destinasi wisata air terjun di pinggir pantai utara kabupaten sampang,1,"['destinasi', 'wisata', 'air', 'terjun', 'di', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']","['destinasi', 'wisata', 'terjun', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']","['destinasi', 'wisata', 'terjun', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']","['destinasi', 'wisata', 'terjun', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']"
tempatnya nyaman mudah dijangkau,1,"['tempatnya', 'nyaman', 'mudah', 'dijangkau']","['tempatnya', 'nyaman', 'mudah', 'dijangkau']","['tempat', 'nyaman', 'mudah', 'jangkau']","['nyaman', 'mudah', 'jangkau']"
pengen kesini lagi soalnya udah lebih mantep,1,"['pengen', 'kesini', 'lagi', 'soalnya', 'udah', 'lebih', 'mantep']","['pengin', 'kesini', 'lagi', 'soalnya', 'sudah', 'lebih', 'mantap']","['pengin', 'kesini', 'lagi', 'soal', 'sudah', 'lebih', 'mantap']","['pengin', 'kesini', 'mantap']"
tmptnya lumayan okview ok,1,"['tmptnya', 'lumayan', 'okview', 'ok']","['tmptnya', 'lumayan', 'okview']","['tmptnya', 'lumayan', 'okview']","['tmptnya', 'lumayan', 'okview']"
luas sekali lautnya,1,"['luas', 'sekali', 'lautnya']","['luas', 'sekali', 'lautnya']","['luas', 'sekali', 'laut']","['luas', 'laut']"
rekomandasi tempat liburan,1,"['rekomandasi', 'tempat', 'liburan']","['rekomandasi', 'tempat', 'liburan']","['rekomandasi', 'tempat', 'libur']","['rekomandasi', 'libur']"
rasanya aku ingin jeburan disana wkwk,1,"['rasanya', 'aku', 'ingin', 'jeburan', 'disana', 'wkwk']","['rasanya', 'ingin', 'jeburan', 'disana', 'wkwk']","['rasa', 'ingin', 'jebur', 'sana', 'wkwk']","['jebur', 'wkwk']"
air terjun yang cocok untuk short vacation,1,"['air', 'terjun', 'yang', 'cocok', 'untuk', 'short', 'vacation']","['terjun', 'yang', 'cocok', 'untuk', 'short', 'vacation']","['terjun', 'yang', 'cocok', 'untuk', 'short', 'vacation']","['terjun', 'cocok', 'short', 'vacation']"
airnya jernih banget ,1,"['airnya', 'jernih', 'banget']","['airnya', 'jernih', 'banget']","['air', 'jernih', 'banget']","['air', 'jernih', 'banget']"
lebih di tingkatkan lagi pemeliharaannya,0,"['lebih', 'di', 'tingkatkan', 'lagi', 'pemeliharaannya']","['lebih', 'tingkatkan', 'lagi', 'pemeliharaannya']","['lebih', 'tingkat', 'lagi', 'pelihara']","['tingkat', 'pelihara']"
adem,1,['adem'],['adem'],['adem'],['adem']
indanya pemandangan nya,1,"['indanya', 'pemandangan', 'nya']","['indanya', 'pemandangan']","['indanya', 'pandang']","['indanya', 'pandang']"
parkir mobil enggak ada,0,"['parkir', 'mobil', 'enggak', 'ada']","['parkir', 'mobil', 'enggak']","['parkir', 'mobil', 'enggak']","['parkir', 'mobil']"
biasa aja,0,"['biasa', 'aja']","['biasa', 'saja']","['biasa', 'saja']",[]
saya suka pantai,1,"['saya', 'suka', 'pantai']","['saya', 'suka', 'pantai']","['saya', 'suka', 'pantai']","['suka', 'pantai']"
sangat nyaman dan sejuk,1,"['sangat', 'nyaman', 'dan', 'sejuk']","['sangat', 'nyaman', 'sejuk']","['sangat', 'nyaman', 'sejuk']","['nyaman', 'sejuk']"
buat menghibur dri sendri,1,"['buat', 'menghibur', 'dri', 'sendri']","['buat', 'menghibur', 'dari', 'sendiri']","['buat', 'hibur', 'dari', 'sendiri']",['hibur']
lumayan meski sempit,0,"['lumayan', 'meski', 'sempit']","['lumayan', 'meski', 'sempit']","['lumayan', 'meski', 'sempit']","['lumayan', 'sempit']"
mantapsss,1,['mantapsss'],['mantapsss'],['mantapsss'],['mantapsss']
aq suka,1,"['aq', 'suka']",['suka'],['suka'],['suka']
tempatku menimbah ilmu,1,"['tempatku', 'menimbah', 'ilmu']","['tempatku', 'menimbah', 'ilmu']","['tempat', 'menimbah', 'ilmu']","['menimbah', 'ilmu']"
pokoknya sangat puas,1,"['pokoknya', 'sangat', 'puas']","['pokoknya', 'sangat', 'puas']","['pokok', 'sangat', 'puas']","['pokok', 'puas']"
okey,1,['okey'],['okey'],['okey'],['okey']
mantul,1,['mantul'],['mantul'],['mantul'],['mantul']
masok,1,['masok'],['masok'],['masok'],['masok']
cakep,1,['cakep'],['cakep'],['cakep'],['cakep']
oky,1,['oky'],[],[],[]
pasti transfer,1,"['pasti', 'transfer']","['pasti', 'transfer']","['pasti', 'transfer']",['transfer']
recomended  ,1,['recomended'],['recomended'],['recomended'],['recomended']
air terjun kecil dan pemandangan laut,1,"['air', 'terjun', 'kecil', 'dan', 'pemandangan', 'laut']","['terjun', 'kecil', 'pemandangan', 'laut']","['terjun', 'kecil', 'pandang', 'laut']","['terjun', 'pandang', 'laut']"
tempat yang luar biasa untuk menembak,1,"['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menembak']","['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menembak']","['tempat', 'yang', 'luar', 'biasa', 'untuk', 'tembak']",['tembak']
salah satu air terjun laut terbaik di dunia,1,"['salah', 'satu', 'air', 'terjun', 'laut', 'terbaik', 'di', 'dunia']","['salah', 'satu', 'terjun', 'laut', 'terbaik', 'dunia']","['salah', 'satu', 'terjun', 'laut', 'baik', 'dunia']","['salah', 'terjun', 'laut', 'dunia']"
jjs,1,['jjs'],[],[],[]
pemandangan luar biasa menghadap laut,1,"['pemandangan', 'luar', 'biasa', 'menghadap', 'laut']","['pemandangan', 'luar', 'biasa', 'menghadap', 'laut']","['pandang', 'luar', 'biasa', 'hadap', 'laut']","['pandang', 'hadap', 'laut']"
dari parkiran kendaraan berjalan menuju ke air terjun toroan tidak jauh dan aman untuk orang tua dan anak anak hanya saja pantai nya agak kotor banyak sampah berserakan mungkin pengelola perlu memperhatikan kebersihan pantai,0,"['dari', 'parkiran', 'kendaraan', 'berjalan', 'menuju', 'ke', 'air', 'terjun', 'toroan', 'tidak', 'jauh', 'dan', 'aman', 'untuk', 'orang', 'tua', 'dan', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'nya', 'agak', 'kotor', 'banyak', 'sampah', 'berserakan', 'mungkin', 'pengelola', 'perlu', 'memperhatikan', 'kebersihan', 'pantai']","['dari', 'parkiran', 'kendaraan', 'berjalan', 'menuju', 'terjun', 'toroan', 'tidak', 'jauh', 'aman', 'untuk', 'orang', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'agak', 'kotor', 'banyak', 'sampah', 'berserakan', 'mungkin', 'pengelola', 'perlu', 'memperhatikan', 'kebersihan', 'pantai']","['dari', 'parkir', 'kendara', 'jalan', 'tuju', 'terjun', 'toro', 'tidak', 'jauh', 'aman', 'untuk', 'orang', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'agak', 'kotor', 'banyak', 'sampah', 'sera', 'mungkin', 'kelola', 'perlu', 'perhati', 'bersih', 'pantai']","['parkir', 'kendara', 'jalan', 'tuju', 'terjun', 'toro', 'aman', 'orang', 'anak', 'anak', 'pantai', 'kotor', 'sampah', 'sera', 'kelola', 'perhati', 'bersih', 'pantai']"
fasilitas parkir ok airnya kotor logistik tak ada,0,"['fasilitas', 'parkir', 'ok', 'airnya', 'kotor', 'logistik', 'tak', 'ada']","['fasilitas', 'parkir', 'airnya', 'kotor', 'logistik']","['fasilitas', 'parkir', 'air', 'kotor', 'logistik']","['fasilitas', 'parkir', 'air', 'kotor', 'logistik']"
air terjun nya kotor  berwarna coklat  ,0,"['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat']","['terjun', 'kotor', 'berwarna', 'coklat']","['terjun', 'kotor', 'warna', 'coklat']","['terjun', 'kotor', 'warna', 'coklat']"
banyak sampah,0,"['banyak', 'sampah']","['banyak', 'sampah']","['banyak', 'sampah']",['sampah']
sampah dimanamana huhu kecewa ,0,"['sampah', 'dimanamana', 'huhu', 'kecewa']","['sampah', 'dimanamana', 'huhu', 'kecewa']","['sampah', 'dimanamana', 'huhu', 'kecewa']","['sampah', 'dimanamana', 'huhu', 'kecewa']"
tempatnya bagus hanya saja lebih bagus lagi kalau pas air lautnya surut,1,"['tempatnya', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'pas', 'air', 'lautnya', 'surut']","['tempatnya', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'lautnya', 'surut']","['tempat', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'laut', 'surut']","['bagus', 'bagus', 'laut', 'surut']"
tiket masuk murah pemandanganya ga kalah bagus dari pantai lain karena pantai ini tidak di perbukitan atau hutan tapi air terjun ini di pesisir pantai spot foto yg keren saat senja tiba,1,"['tiket', 'masuk', 'murah', 'pemandanganya', 'ga', 'kalah', 'bagus', 'dari', 'pantai', 'lain', 'karena', 'pantai', 'ini', 'tidak', 'di', 'perbukitan', 'atau', 'hutan', 'tapi', 'air', 'terjun', 'ini', 'di', 'pesisir', 'pantai', 'spot', 'foto', 'yg', 'keren', 'saat', 'senja', 'tiba']","['tiket', 'masuk', 'murah', 'pemandanganya', 'enggak', 'kalah', 'bagus', 'dari', 'pantai', 'lain', 'karena', 'pantai', 'tidak', 'perbukitan', 'atau', 'hutan', 'tapi', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'yang', 'keren', 'saat', 'senja', 'tiba']","['tiket', 'masuk', 'murah', 'pemandanganya', 'enggak', 'kalah', 'bagus', 'dari', 'pantai', 'lain', 'karena', 'pantai', 'tidak', 'bukit', 'atau', 'hutan', 'tapi', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'yang', 'keren', 'saat', 'senja', 'tiba']","['tiket', 'masuk', 'murah', 'pemandanganya', 'kalah', 'bagus', 'pantai', 'pantai', 'bukit', 'hutan', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'keren', 'senja']"
tempat nya indah ayo kita lestarikan wisata alam negeri kita patut lah kita jaga keindahan alam kita buang lah sampah pada tempatnyajangan kotori bumi kita dengan sampah dll ,1,"['tempat', 'nya', 'indah', 'ayo', 'kita', 'lestarikan', 'wisata', 'alam', 'negeri', 'kita', 'patut', 'lah', 'kita', 'jaga', 'keindahan', 'alam', 'kita', 'buang', 'lah', 'sampah', 'pada', 'tempatnyajangan', 'kotori', 'bumi', 'kita', 'dengan', 'sampah', 'dll']","['tempat', 'indah', 'kita', 'lestarikan', 'wisata', 'alam', 'negeri', 'kita', 'patut', 'kita', 'jaga', 'keindahan', 'alam', 'kita', 'buang', 'sampah', 'pada', 'tempatnyajangan', 'kotori', 'bumi', 'kita', 'dengan', 'sampah']","['tempat', 'indah', 'kita', 'lestari', 'wisata', 'alam', 'negeri', 'kita', 'patut', 'kita', 'jaga', 'indah', 'alam', 'kita', 'buang', 'sampah', 'pada', 'tempatnyajangan', 'kotor', 'bumi', 'kita', 'dengan', 'sampah']","['indah', 'lestari', 'wisata', 'alam', 'negeri', 'patut', 'jaga', 'indah', 'alam', 'buang', 'sampah', 'tempatnyajangan', 'kotor', 'bumi', 'sampah']"
air terjunnya dekat pinggir lautpemandangannya indah danbagus banget rekomend banget,1,"['air', 'terjunnya', 'dekat', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']","['terjunnya', 'dekat', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']","['terjun', 'dekat', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']","['terjun', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']"
woow bagus indah air terjun pemandangan nya pun sangat asri sejuk,1,"['woow', 'bagus', 'indah', 'air', 'terjun', 'pemandangan', 'nya', 'pun', 'sangat', 'asri', 'sejuk']","['bagus', 'indah', 'terjun', 'pemandangan', 'sangat', 'asri', 'sejuk']","['bagus', 'indah', 'terjun', 'pandang', 'sangat', 'asri', 'sejuk']","['bagus', 'indah', 'terjun', 'pandang', 'asri', 'sejuk']"
